> Task :simulator:compileJava UP-TO-DATE
> Task :simulator:processResources NO-SOURCE
> Task :simulator:classes UP-TO-DATE

> Task :simulator:run
simblock.block.ProofOfWorkBlock@4769b07b:0
541,0
1364,11358
989,17578
1152,22717
526,23808
961,28940
622,28956
1036,30047
21,34085
735,35163
1157,35173
665,35180
958,36268
1348,40304
345,40307
540,40317
1319,41390
670,41393
744,41400
250,41411
885,42491
1089,45464
1489,46524
509,46528
1220,46540
660,46541
218,46541
169,46558
816,47613
984,47613
138,47628
842,47634
120,47635
733,48712
864,51676
790,51679
860,51681
1243,51685
1316,52746
975,52749
496,52751
569,52756
793,52763
130,52763
796,52769
832,52770
1086,52777
519,52783
476,53836
922,53836
1092,53851
1103,53856
1010,53863
1101,53867
650,54941
690,56826
1234,57884
1216,57890
1453,57898
1380,57903
36,57905
1433,57906
1368,57907
34,57917
1290,57923
843,57969
27,58967
46,58971
773,58973
667,58973
472,58979
1240,58980
1420,58988
1281,58988
395,58988
533,58996
321,58996
131,58998
344,58999
341,59001
1375,59005
1159,60058
282,60064
956,60073
1045,60077
95,60078
1342,60086
454,60088
411,61277
269,63038
1417,63039
320,63043
855,63046
1176,63047
723,64104
1407,64110
212,64110
1097,64111
1492,64114
394,64117
25,64120
543,64125
463,64126
187,64128
1210,64128
489,64130
342,64131
542,64133
1161,64136
1067,64140
1232,64142
1320,64145
1444,64160
582,64189
966,65190
1365,65194
133,65195
1253,65195
760,65195
850,65196
654,65200
405,65201
143,65209
74,65209
1149,65209
154,65214
233,65216
684,65219
618,65221
139,65221
256,65222
515,65225
729,65229
795,65229
625,65235
1480,66287
111,66287
1127,66295
1262,66298
957,66312
676,66314
895,66314
166,66326
679,67612
1134,68188
72,69252
560,69256
1013,69258
229,69262
1326,69263
613,69264
374,69266
980,69267
620,69267
292,69268
1115,69268
141,69276
1437,69276
135,69281
1235,69328
530,70325
709,70328
732,70330
461,70330
299,70333
71,70335
442,70337
428,70338
678,70340
1448,70340
228,70342
820,70347
968,70348
803,70352
518,70353
1424,70353
584,70354
491,70355
967,70355
960,70356
242,70361
206,70361
259,70361
1283,70362
605,70362
1120,70363
909,70366
30,70369
1383,70371
959,70372
90,70379
782,70381
469,70409
215,70459
1069,71017
623,71414
1004,71415
805,71417
570,71419
728,71421
221,71425
1005,71429
965,71429
783,71430
630,71431
53,71433
1406,71435
1475,71435
498,71438
1349,71441
1229,71443
811,71444
272,71446
571,71446
328,71448
1137,71448
637,71449
388,71451
929,71456
1388,71473
1268,71525
1104,71534
1211,71544
774,72507
274,72515
1151,72533
969,72547
339,72570
779,72620
1052,72649
546,72651
905,73190
597,73950
1032,74397
1064,74403
1081,74407
869,74408
429,74414
507,74421
749,75466
651,75470
1155,75470
812,75473
1146,75476
930,75477
752,75479
464,75482
1347,75483
577,75483
222,75486
1273,75487
1450,75487
112,75488
430,75488
377,75489
291,75490
806,75492
1107,75495
338,75496
1297,75497
288,75497
672,75497
619,75500
713,75502
962,75502
538,75503
1432,75510
936,75512
210,75527
198,75551
719,75557
121,75608
727,75834
1136,75836
196,76545
750,76551
520,76553
551,76554
497,76556
568,76557
964,76558
681,76558
20,76560
150,76561
255,76562
375,76563
182,76563
1431,76565
1289,76566
184,76566
897,76569
1282,76573
535,76573
66,76573
118,76573
911,76574
1394,76575
478,76575
308,76576
884,76577
1106,76577
1236,76578
840,76578
1456,76580
1163,76581
178,76581
1049,76581
1172,76581
632,76581
160,76582
402,76582
363,76583
226,76584
1133,76587
1047,76587
669,76589
384,76589
1451,76592
939,76594
1084,76597
70,76604
834,76607
1298,76607
264,76607
389,76630
821,76708
193,76794
904,76923
1312,77465
647,77637
592,77641
1353,77641
886,77641
1082,77642
295,77647
848,77650
725,77652
1497,77652
1311,77654
1363,77656
1079,77658
149,77659
373,77661
1454,77662
730,77665
433,77665
318,77667
983,77671
785,77671
1259,77673
849,77673
919,77674
566,77676
396,77686
596,77688
1314,77695
280,77697
273,77697
1209,77745
1169,77768
301,77772
666,77782
1185,77871
1291,77878
1026,77988
15,78729
837,78747
721,78753
1287,78767
712,78791
13,78957
1412,78982
612,78987
1472,79552
462,79918
1090,80292
223,80618
1112,80618
365,80624
482,80624
1194,80629
368,80629
1373,80629
205,80630
142,80634
1018,80635
1307,80635
830,80638
1440,80646
1206,80651
1468,80660
19,80663
237,80697
1323,80978
736,81307
65,81687
466,81689
470,81690
199,81691
1102,81694
11,81694
861,81695
656,81696
1023,81696
704,81697
334,81699
639,81700
810,81703
950,81703
367,81703
768,81704
945,81704
1455,81705
595,81708
1278,81708
445,81709
67,81710
707,81710
1170,81710
588,81712
268,81712
1041,81713
1463,81715
243,81718
1190,81718
1401,81720
1248,81720
399,81722
499,81723
186,81724
943,81724
988,81725
270,81726
1074,81726
778,81727
913,81728
1386,81731
279,81734
327,81735
680,81741
998,81743
1397,81747
18,81772
1447,81776
1118,81822
865,81825
1241,81827
1415,81832
1458,81890
902,81946
117,82059
481,82065
1062,82081
1446,82167
754,82401
1083,82407
1040,82776
1077,82776
641,82779
488,82779
859,82779
545,82779
6,82781
987,82782
446,82783
851,82784
1378,82785
329,82789
100,82789
1096,82791
659,82791
483,82792
673,82793
823,82794
41,82795
1423,82798
1293,82798
1225,82798
1265,82799
1063,82799
1379,82800
1267,82800
448,82801
1008,82801
1198,82803
564,82803
868,82804
1340,82807
1095,82807
1414,82808
1108,82809
1153,82810
1059,82811
1217,82812
528,82812
1315,82814
827,82815
846,82828
219,82832
87,82834
447,82854
867,82860
1164,82878
1256,82909
822,82909
1305,82914
1131,82915
916,82915
715,82917
414,82920
393,82922
358,82924
927,82937
1300,82944
567,83041
862,83070
310,83129
451,83155
444,83158
147,83172
977,83234
1139,83374
890,83459
997,83517
1339,83734
211,83857
1280,83861
